"ID","Type","SKU","Name","Published","Is featured?","Visibility in catalog","Short description","Description","Tax status","In stock?","Stock","Backorders allowed?","Sold individually?","Regular price","Sale price","Categories","Tags","Brands","Images","Parent","Attribute 1 name","Attribute 1 value(s)","Attribute 1 visible","Attribute 1 global","Attribute 2 name","Attribute 2 value(s)","Attribute 2 visible","Attribute 2 global"
"","simple","65131981","Equestrian Motif Silk Scarf","1","0","visible","Graphic square silk scarf
Equestrian motif and intertwined chains
Contrasting Maje monograms
Dimensions: 90 x 90 cm
A scarf with a bold character, somewhere between a collegiate spirit and Parisian elegance.

Made from 100% silk, this square scarf features an equestrian motif combining bridles, buckles and intertwined chains. Its light blue, ecru and navy blocks of colour are punctuated with Maje monograms.","Graphic square silk scarf
Equestrian motif and intertwined chains
Contrasting Maje monograms
Dimensions: 90 x 90 cm
A scarf with a bold character, somewhere between a collegiate spirit and Parisian elegance.

Made from 100% silk, this square scarf features an equestrian motif combining bridles, buckles and intertwined chains. Its light blue, ecru and navy blocks of colour are punctuated with Maje monograms.","taxable","1","3","0","0","179","","Women > Accessories > Gloves & Scarves","maje, women-accessories-gloves-and-scarves","maje","https://abc.heyacdn.com/abc.com.lb/public/data/products/6a7abba2880f7.opt.webp, https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/6a7abbb674fce.opt.webp, https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/6a7abbc9254b8.opt.webp","","Color","Blue","1","0","Size","OS","1","0"
"","variable","ABC-182289","Brendon Beaded Buckle Belt","1","0","visible","Signature metal and enamel moon clasp
- Width 3.5 cm
- To wear with a dress or trousers
- Leather","Signature metal and enamel moon clasp
- Width 3.5 cm
- To wear with a dress or trousers
- Leather","taxable","1","","0","0","","","Women > Accessories > Belts","ba&sh, women-accessories-belts","ba&sh","https://abc.heyacdn.com/abc.com.lb/public/data/products/6a75bd44004ce.opt.webp?id=2242140, https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/6a75bd597182f.opt.webp?id=2242141, https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/6a75bd5b8c868.opt.webp?id=2242142, https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/6a75bd5d4c870.opt.webp?id=2242143","","Color","Black","1","0","Size","85, 95","1","0"
"","variation","65156776","Brendon Beaded Buckle Belt","1","","visible","","","taxable","1","3","","","194","","","","","","ABC-182289","Color","Black","","0","Size","85","","0"
"","variation","65156777","Brendon Beaded Buckle Belt","1","","visible","","","taxable","1","3","","","194","","","","","","ABC-182289","Color","Black","","0","Size","95","","0"
"","simple","65138595","Leather Skinny Belt with Gold-Tone Heart Stud Embellishments","1","0","visible","Slim smooth leather belt with lining

- Slim smooth leather belt
- Elegant buckle
- Decorative charms","Slim smooth leather belt with lining

- Slim smooth leather belt
- Elegant buckle
- Decorative charms","taxable","1","3","0","0","159","","Women > Accessories > Belts","CLAUDIE, women-accessories-belts","CLAUDIE","https://abc.heyacdn.com/abc.com.lb/public/data/products/6a747a3279f06.webp?id=2241735, https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/6a747a3a8417c.opt.webp?id=2241736, https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/6a747a3c41261.opt.webp?id=2241737","","Color","Black","1","0","Size","2","1","0"
"","simple","65152174","Paisley Print Square Silk Scarf","1","0","visible","Square silk scarf with a blue, white and black paisley pattern and floral borders

- Square scarf 65x65 cm
- Silk
- Paisley pattern
- Floral borders","Square silk scarf with a blue, white and black paisley pattern and floral borders

- Square scarf 65x65 cm
- Silk
- Paisley pattern
- Floral borders","taxable","1","2","0","0","134","","Women > Accessories > Gloves & Scarves","CLAUDIE, women-accessories-gloves-and-scarves","CLAUDIE","https://abc.heyacdn.com/abc.com.lb/public/data/products/6a747a58e160d.webp, https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/6a747a66e9ec5.opt.webp","","Color","Navy","1","0","Size","OS","1","0"
"","simple","65147438","Animal & Paisley Pattern Fringe Scarf","1","0","visible","Wrap yourself in Italian glamour with a bold, contemporary twist. This Liu Jo Wool-Blend Animal-Print Scarf seamlessly combines cozy warmth with high-fashion flair. Featuring a sophisticated patchwork configuration of wild animal motifs, it balances fierce leopard spots, zebra stripes, and organic abstract patterns to create the perfect cold-weather statement piece","Wrap yourself in Italian glamour with a bold, contemporary twist. This Liu Jo Wool-Blend Animal-Print Scarf seamlessly combines cozy warmth with high-fashion flair. Featuring a sophisticated patchwork configuration of wild animal motifs, it balances fierce leopard spots, zebra stripes, and organic abstract patterns to create the perfect cold-weather statement piece","taxable","1","5","0","0","99","","Women > Accessories > Gloves & Scarves","LIU.JO, women-accessories-gloves-and-scarves","LIU.JO","https://abc.heyacdn.com/abc.com.lb/public/data/products/6a75935bdb4dd.opt.webp, https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/6a75936a2f53d.webp","","Color","Animalier","1","0","Size","OS","1","0"
"","simple","65147456","Monogram Jacquard Knit Beanie Hat","1","0","visible","Top off your winter wardrobe with unmatched Italian luxury. Designed to seamlessly coordinate with the matching seasonal scarf, this Liu Jo Jacqu Logo Beanie Hat blends street-style versatility with sophisticated designer charm. Featuring a striking all-over interlocking monogram pattern, it combines practical cold-weather protection with a bold visual identity","Top off your winter wardrobe with unmatched Italian luxury. Designed to seamlessly coordinate with the matching seasonal scarf, this Liu Jo Jacqu Logo Beanie Hat blends street-style versatility with sophisticated designer charm. Featuring a striking all-over interlocking monogram pattern, it combines practical cold-weather protection with a bold visual identity","taxable","1","5","0","0","69","","Women > Accessories > Hats & Caps","LIU.JO, women-accessories-hats-and-caps","LIU.JO","https://abc.heyacdn.com/abc.com.lb/public/data/products/6a7594392e91e.opt.webp","","Color","Cammello Nero","1","0","Size","OS","1","0"
"","simple","65147455","All-Over Monogram Logo Jacquard Scarf","1","0","visible","Wrap yourself in quintessential Italian luxury and contemporary design. This Liu Jo Knit Scarf combines cozy cold-weather utility with a bold, high-fashion statement. Showcasing an intricate, interlocking all-over monogram jacquard pattern, it contrasts deep black with rich camel-brown tones to provide a textured graphic look that instantly elevates any casual or formal outerwear setup","Wrap yourself in quintessential Italian luxury and contemporary design. This Liu Jo Knit Scarf combines cozy cold-weather utility with a bold, high-fashion statement. Showcasing an intricate, interlocking all-over monogram jacquard pattern, it contrasts deep black with rich camel-brown tones to provide a textured graphic look that instantly elevates any casual or formal outerwear setup","taxable","1","3","0","0","109","","Women > Accessories > Gloves & Scarves","LIU.JO, women-accessories-gloves-and-scarves","LIU.JO","https://abc.heyacdn.com/abc.com.lb/public/data/products/6a75940d9748b.opt.webp?id=2241958, https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/6a75941943069.webp?id=2241959","","Color","Cammello Nero","1","0","Size","OS","1","0"
"","simple","65147453","Ribbed Knit Hooded Scarf with Faux Fur Trim","1","0","visible","Dimensions: 76 x 17 cm
Long scarf with hood
Soft inner lining","Dimensions: 76 x 17 cm
Long scarf with hood
Soft inner lining","taxable","1","5","0","0","99","","Women > Accessories > Gloves & Scarves","LIU.JO, women-accessories-gloves-and-scarves","LIU.JO","https://abc.heyacdn.com/abc.com.lb/public/data/products/6a7593c1e895c.webp, https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/6a7593d745e2c.webp, https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/6a7593d8c7f44.webp, https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/6a7593dae5eba.webp","","Color","Burro","1","0","Size","OS","1","0"
"","variable","ABC-151426","Leather Wide Interlaced Belt with Studs","1","0","visible","Wide interlaced leather belt with laser cutouts and metal studs, featuring decorative gold-tone buckle.

Sandro Women's leather belt
Laser cutouts and interlaced leather
Decorative studs
Decorative gold-tone metal buckle
Width: approx. 4.8 cm","Wide interlaced leather belt with laser cutouts and metal studs, featuring decorative gold-tone buckle.

Sandro Women's leather belt
Laser cutouts and interlaced leather
Decorative studs
Decorative gold-tone metal buckle
Width: approx. 4.8 cm","taxable","1","","0","0","","","Women > Accessories > Belts","SANDRO, women-accessories-belts","SANDRO","https://abc.heyacdn.com/abc.com.lb/public/data/products/6a5e07ef47a2b.webp, https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/6a5e07fae912d.webp, https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/6a5e07fc01040.webp","","Color","Black","1","0","Size","1, 2, 3","1","0"
"","variation","65133954","Leather Wide Interlaced Belt with Studs","1","","visible","","","taxable","1","3","","","234","","","","","","ABC-151426","Color","Black","","0","Size","1","","0"
"","variation","65133955","Leather Wide Interlaced Belt with Studs","1","","visible","","","taxable","1","3","","","234","","","","","","ABC-151426","Color","Black","","0","Size","2","","0"
"","variation","65133956","Leather Wide Interlaced Belt with Studs","1","","visible","","","taxable","1","2","","","234","","","","","","ABC-151426","Color","Black","","0","Size","3","","0"
"","variable","ABC-151050","Leather Bustier Belt","1","0","visible","LIU.JO — Leather Bustier Belt. Available in Nero.","LIU.JO — Leather Bustier Belt. Available in Nero.","taxable","1","","0","0","","","Women > Accessories > Belts","LIU.JO, women-accessories-belts","LIU.JO","https://abc.heyacdn.com/abc.com.lb/public/data/products/6a5de6330f36c.webp, https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/6a5de63cade71.webp, https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/6a5de63ebebe9.webp, https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/6a5de64110972.webp","","Color","Nero","1","0","Size","LARGE, SMALL","1","0"
"","variation","65147826","Leather Bustier Belt","1","","visible","","","taxable","1","3","","","129","","","","","","ABC-151050","Color","Nero","","0","Size","LARGE","","0"
"","variation","65147824","Leather Bustier Belt","1","","visible","","","taxable","1","2","","","129","","","","","","ABC-151050","Color","Nero","","0","Size","SMALL","","0"
"","simple","65058017","Leather Skinny Belt","1","0","visible","LIU.JO — Leather Skinny Belt. Available in Black.","LIU.JO — Leather Skinny Belt. Available in Black.","taxable","1","3","0","0","84","58.8","Women > Accessories","LIU.JO, women-accessories","LIU.JO","https://abc.heyacdn.com/abc.com.lb/public/data/products/697c7e7be676f.opt.webp?id=185542, https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/697c7e82893e6.opt.webp?id=185543","","Color","Black","1","0","Size","SMALL","1","0"
"","variable","ABC-148571","Embroidered Cotton Baseball Cap","1","0","visible","IRO — Embroidered Cotton Baseball Cap. Available in Dove, Moss Green.","IRO — Embroidered Cotton Baseball Cap. Available in Dove, Moss Green.","taxable","1","","0","0","","","Women > Accessories > Hats & Caps","IRO, women-accessories-hats-and-caps","IRO","https://abc.heyacdn.com/abc.com.lb/public/data/products/6a4793db0b2ba.webp, https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/6a4793e08453a.webp","","Color","Dove, Moss Green","1","0","Size","OS","1","0"
"","variation","65132751","Embroidered Cotton Baseball Cap","1","","visible","","","taxable","1","4","","","124","","","","","","ABC-148571","Color","Dove","","0","Size","OS","","0"
"","variation","65132613","Embroidered Cotton Baseball Cap","1","","visible","","","taxable","1","3","","","124","","","","","","ABC-148571","Color","Moss Green","","0","Size","OS","","0"
"","variable","ABC-148568","Wide Leather Waist Belt with Western Buckles","1","0","visible","IRO — Wide Leather Waist Belt with Western Buckles. Available in Black.","IRO — Wide Leather Waist Belt with Western Buckles. Available in Black.","taxable","1","","0","0","","","Women > Accessories > Belts","IRO, women-accessories-belts","IRO","https://abc.heyacdn.com/abc.com.lb/public/data/products/6a479373a6673.opt.webp, https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/6a47937b49368.opt.webp, https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/6a47937d65448.opt.webp","","Color","Black","1","0","Size","70, 75, 80","1","0"
"","variation","65132891","Wide Leather Waist Belt with Western Buckles","1","","visible","","","taxable","1","1","","","304","","","","","","ABC-148568","Color","Black","","0","Size","70","","0"
"","variation","65132892","Wide Leather Waist Belt with Western Buckles","1","","visible","","","taxable","1","2","","","304","","","","","","ABC-148568","Color","Black","","0","Size","75","","0"
"","variation","65132893","Wide Leather Waist Belt with Western Buckles","1","","visible","","","taxable","1","2","","","304","","","","","","ABC-148568","Color","Black","","0","Size","80","","0"
"","variable","ABC-148565","Wide Suede Corset Waist Belt","1","0","visible","IRO — Wide Suede Corset Waist Belt. Available in Squirrel.","IRO — Wide Suede Corset Waist Belt. Available in Squirrel.","taxable","1","","0","0","","","Women > Accessories > Belts","IRO, women-accessories-belts","IRO","https://abc.heyacdn.com/abc.com.lb/public/data/products/6a479309e5fac.webp, https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/6a47930e39dec.webp, https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/6a4793108e0f8.webp","","Color","Squirrel","1","0","Size","1, 2, 3","1","0"
"","variation","65132888","Wide Suede Corset Waist Belt","1","","visible","","","taxable","1","2","","","304","","","","","","ABC-148565","Color","Squirrel","","0","Size","1","","0"
"","variation","65132889","Wide Suede Corset Waist Belt","1","","visible","","","taxable","1","2","","","304","","","","","","ABC-148565","Color","Squirrel","","0","Size","2","","0"
